Data Analyst,Delta,"Atlanta, GA","[  The Specialist will be responsible for the design, development, and preparation of analytical studies supporting all areas across the operations divisions.  Prepare C-level presentations and reports for internal and external audience.  The specialist serves as a single point of contact for IT and FP&amp;A capital questions, maintain the list of approved projects. Also, the candidate will assist in developing business cases to support divisional requests and guide them through the process.  Prepare monthly reports for leaders tracking capital budget, forecast and actuals.  Develop actionable analytics for strategic corporate and divisional initiatives, focusing on key performance indicators used to drive world-class operations performance and profitability.  Identify opportunities to create new metrics, tools, or reporting that support continuous improvement.  Must demonstrate self-starter initiative and be accountable for accuracy of highly visible content and asserts quality decision making in order to meet deliverable requirements.  ]"
Revenue Data Analyst,"Forward Air, Inc.","Atlanta, GA 30354","[       Company Overview:     Forward Air (NASDAQ: FWRD) is a leading asset-light freight and logistics company, providing less-than-truckload (“LTL”), truckload, intermodal and pool distribution services across the United States and in Canada. We are a highly respected transportation and logistics Company with revenues in excess of $1B annually. As an industry leader, we are dedicated to finding and developing the best people. We want individuals who share our core values and demonstrate a true passion for what we do. Forward Air offers excellent compensation and benefits packages to our employees, as well as tremendous growth opportunities for top performers.     Position: Revenue Data Analyst      Job Description:     The Revenue Data Analyst will be responsible for querying large datasets from various data sources, producing and presenting ad hoc analyses to drive incremental revenue, developing actionable insights, collecting and maintaining competitive information, creating predictive price models, developing automated processes that increase team's efficiency, collaborating in new deployment processes, assisting with the development of optimal itineraries and the forecasting/budgeting for net ticket revenue.     Core Responsibilities &amp; Duties:      Produce and present analyses to guide internal Revenue Management decisions with regards to sourcing, pricing, promotions, inventory, and/or deployment in order to increase net revenue.   Query multiple data sources to extract large structured and unstructured datasets, examine and explain outliers, interpret the data to come up with actionable insights, and create visualizations to effectively communicate findings to various audiences.   Work with other departments to resolve data- or analysis-related questions, including Sales &amp; Marketing, Finance, and Information Technology   Create compelling, clear and interactive visualizations and presentations to enhance decision making capabilities throughout the company.   Organize, plan, control and execute individual projects and assignments.   Provide support for the maintenance of a detailed voyage-level budget and forecast for net ticket revenue.   Assist with the development of optimal itineraries.   Perform other job related functions as assigned.      Qualifications:       Requires a Bachelor’s degree in Business Management Accounting, Finance, or related field of study; or any equivalent combination of relevant background and work experience. Master's Degree in related field preferred.    Proficiency in the following tools: Tableau, and/or Interactive reporting skills.    Advanced Excel skills including, but not limited to, vlookups, nested if statements, and pivot tables are required.    Analytical, data-driven, and detail-oriented mindset is required; ability to not only find problems, and/or variances, but to explain their causes is essential.    Must have excellent written and verbal communication skills in order to interact with team members from different departments.    Ability to manage multiple priorities and deadlines under pressure, work with limited direction and documentation.    Ability to work independently and to take ownership of projects is expected.    Continuous improvement mindset with confidence to make recommendations on how to enhance current processes is strongly preferred    Must have demonstrated advanced modeling capabilities with the ability to work with large data sets     Skills:      Ideal candidate will possess a “can do” attitude with a “will do” work ethic   Ability to communicate effectively with all levels of operations   Excellent communication and problem solving skills      Forward Air is an Equal Opportunity employer.       ]"
Data Analyst,Seen by Indeed,"Atlanta, GA","[      Seen by Indeed is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.    With one application you can be considered for thousands of tech roles from leading companies on Seen.        How Seen Works    We find out what's important to you and match you with your dream job     Get started –  Complete a 5-minute application to be considered for roles at hundreds of leading companies    Get matched –  Companies apply to you with opportunities that reflect your role, location and salary specifications    Get career coaching –  Level up with free 1:1 coaching, our team will make sure you're ready to tackle any interview    Get your dream job         Skills and Requirements    We look for top tech talent to join the Seen platform. Each candidate is reviewed on the following to make sure you're a good fit for our network       In Demand Skills    From strong communication skills to experience with the latest technologies, you have what employers are looking for        Stand Out Qualities    You bring unique qualities and traits that stand out and make an impact        Change ready    You are ready for a career changes and will be responsive to employers who reach out with job opportunities         Get matched with top tech companies on Seen!       ]"
Data Scientist,Gallup,"Atlanta, GA","[        Who we want:     Are you committed to using your research talents to provide global organizations with critical advice for their growing needs using advanced analytics?   Are you a leader who applies your instinct and expertise to discover breakthroughs that are key to clients’ growth?   Are you a driven professional who can manage multiple projects, set a standard of excellence and follow through on commitments for exceptional results?   Do you instinctively connect with others, understand individuals’ needs and share your passion for analytics to contribute to shared goals?   Do you excel at building predictive models using various data sources and techniques to inform practical business decisions?    What you will do:        Gallup data scientists help clients effectively use data to make better decisions. You will apply your knowledge of various statistical and machine-learning techniques to a wide variety of challenging projects — from custom builds for client needs to helping automate solutions to the challenging problems clients face every day. You will partner with client teams to increase Gallup’s impact on a large scale by helping explain and predict large-scale social behavior (e.g., consumer spending, lifestyle trends, political stability, election outcomes, and employee performance and retention) using data from Gallup, the web and third parties (e.g., governments, IGOs and NGOs). We have data that no one else has. This gives you an unparalleled opportunity to use your creativity to explore new avenues of social research as part of a legacy founded by George Gallup in 1936 that set the gold standard in survey research methodology.         Qualifications      What you need:     A master’s degree or Ph.D. from a statistics, engineering, mathematics, computer science, computational social science, physics or operations research program is preferred.   Minimum of eight years of work experience (advanced degrees count toward years of experience).   Expert-level production coding in Python is required .   Mastery in conducting analysis in Python and/or R is required; additional analytic software experience is a plus .   Minimum of two years of experience building production-level machine learning and predictive analytics systems along with data pipelines.   A deep understanding of the mathematical fundamentals of machine learning and statistics, with an emphasis on non-parametric, non-linear methods (e.g., random forests, support vector machines, neural networks) and natural language processing.   Minimum of one year of experience working within distributed systems and managing workflows in a cloud infrastructure.    Gallup is an equal opportunity/affirmative action employer that celebrates, supports and promotes diversity and inclusion. We will consider all qualified applicants without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation or gender identity, or any other legally protected basis, in accordance with applicable law.         Primary Location    United States-Atlanta      ]"
Senior Data Analyst,Epsilon,"Atlanta, GA 30328","[    Qualifications &amp; Responsibilities         The Analytic Consulting Group partners with internal and external clients and data providers, leveraging predictive analytics and advanced statistical techniques to drive strategic thought and effective decision making. The Senior Data Analyst helps support all aspects of analytic initiatives from conception to completion.    Essential Functions    Generates adhoc reports and regular datasets or report information for end-users using system tools and database or data warehouse queries and scripts  Integrates data from multiple sources to produce requested or required data elements  Programs and maintains report forms and formats, information dashboards, data generators, canned reports, and other end-user information portals or resources  Receives and process input feeds  Verifies input data quality, including identification and communication of file variances and potential issues  Performs file transfers and backup procedures  Sends all outputs to appropriate location  Manages the quality and timeliness of updates and output deliverables  Ensures compliance with production standards and tests/Quality Controls the solution(s)  Takes specifications and use them to design/code a solution  Uses and fully understand established appropriate processes to meet customer requirements, and be able to customize if required  Verifies program execution is successful  Proactively identifies areas for improving processes and client service  Focus on meeting and exceeding client expectations  May create specifications for reports based on business requests   Knowledge &amp; Skills    Strong written and oral communication and organizational skills  Flexible and adaptable in regards to learning and understanding new technologies  Ability to conduct research into software-related issues and products  Highly self-motivated and directed  Proven analytical and problem-solving abilities  Strong understanding of data structures, databases, data processing  Able to complete data merges  Able to complete quality control measures, to ensure data integrity  Strong scripting and programming skills  Able to advise less experienced peers   Duties &amp; Responsibilities    Provide SAS/SQL programming, under general direction, in the execution of data analysis that will contribute to the final project deliverables  Appropriately account for the timeliness and quality of all assignments  Collaborate with internal and external stakeholders to manage data logistics - including data transfers, understanding data structures, business rules, etc. - to enable project execution  QA/QC data and report output to ensure accuracy  Assist in development of reports, providing content and writing of key observations  Participate in presentation of reports to key internal and external stakeholders, effectively communicating the key findings and recommendations  Manage multiple projects concurrently  Mentor junior staff members  Assist in the creation of compelling presentations that provide actionable insights and recommendations  Be exposed to the sales process, providing limited content to be included in proposals for new and existing business opportunities  Prioritize and monitor project progress relative to timeline and scope     Technical Requirements    Proficient in SAS/SQL; minimum 3 years' experience  Proficient in MS Office, including PowerPoint, Word, Excel and Outlook     Preferred Qualifications    Minimum 2 years of experience in marketing analytics field  Solid planning, priority setting, and project management skills with experience managing multiple projects concurrently  Successful developing relationships within and across functional teams (including statistical, technical, and marketing resources)     Experience    Requires a minimum of 5 years of related experience     Education    High school or equivalent required  Associate's or Bachelor's degree preferred        Great People  , D  eserve Great Benefits    We know that we have some of the brightest and most talented associates in the world, and we believe in rewarding them accordingly. If you work here, expect competitive pay, comprehensive health coverage, and endless opportunities to advance your career.       About Us   Epsilon® is an all-encompassing global marketing innovator. We provide unrivaled data intelligence and customer insights, world-class technology including loyalty, email and CRM platforms and data-driven creative, activation and execution. Epsilon's digital media arm, Conversant, is a leader in personalized digital advertising and insights through its proprietary technology and trove of consumer marketing data, delivering digital marketing with unprecedented scale, accuracy and reach through personalized media programs. Together, we bring personalized marketing to consumers across offline and online channels, at moments of interest that help drive business growth for brands. Epsilon employs over 8,000 associates in 70 offices worldwide. For more information, visitwww.epsilon.com and follow us on Twitter @EpsilonMktg.      Epsilon is an Equal Opportunity Employer. Epsilon's policy is not to discriminate against any applicant or employee based on actual or perceived race, color creed, religion, age, sex, sexual orientation, gender, gender identity, gender expression, national origin, ancestry, citizenship status, marital status, medical condition as defined by applicable state law, genetic information, disability, military service and veteran status, pregnancy, childbirth and related medical conditions, or any other characteristic protected by applicable federal, state, or local laws and ordinances. Epsilon also prohibits harassment of applicants and employees based on any of these protected categories.      Epsilon will provide accommodations to applicants needing accommodations to complete the application process.        #LI-AN1    ]"
Data Scientist - Senior Systems Analyst,Verizon,"Alpharetta, GA 30004","[     What you’ll be doing...    This is a key role within our Roaming Finance &amp; Systems Programming team. Under minimal supervision and as an individual contributor, you will perform advanced data analysis and modeling. The majority of the functions performed will be to support the daily, monthly, and ad-hoc functions within the roaming financial organization.    Researching issues to resolution, strategic project support, analytical assignments, and designs reporting.   Data analysis and modeling, including the design, development, implementation and validation.   Utilizing enhanced BI visualization tools, such as Qlik or Tableau.     What we’re looking for...    You will need to have:    Bachelor’s degree or four or more years of work experience.   Three or more years of relevant work experience.   Experience with Microsoft products, including Excel.   Data management, analysis and visualization skills.   Experience in data mining; Teradata and using SQL queries to extract data for use in analysis and presentations.    Even better if you have:    Bachelor’s degree in business, marketing, information systems, analytics/business intelligence, engineering, mathematics, statistics, other relevant discipline or four or more years of relevant work experience.   Experience in data mining using Microsoft SQL Server database environments with Structured Query Language (SQL).   Experience investigating and solving complex technical problems and data discrepancies. and Microsoft SQL Server database environments with Structured Query Language (SQL).   Data management, analysis and visualization skills including knowledge of BI/BA platforms and visualization tools such as Qlik or Tableau.   Experience using advanced SQL queries to extract data for use in analysis and presentations.   Knowledge of cellular roaming and roaming data repositories.   Experience with analytical and statistical interpretation of quantitative data.   Knowledge of Python, R or other languages for scripting and more advanced analyses.   Experience in database administration (DBA).   Experience implementing change requests to existing databases and verifying structure and data integrity as well as manage SDLC change ticket process by coordination with reporting team and EDW DBA team.   Design, build, and maintain data models to support financial reporting analytics.   Experience in process and requirements documentation.   Excellent presentation, facilitation, and communication skills, both oral and written.   Ability to communicate effectively to both technical and non-technical teams.   Strong interpersonal, influencing, and organizational skills.   Ability to work with various/complex stakeholder groups and functions, and various levels of management.   Willingness to travel occasionally.     When you join Verizon...    You’ll have the power to go beyond – doing the work that’s transforming how people, businesses and things connect with each other. Not only do we provide the fastest and most reliable network for our customers, but we were first to 5G - a quantum leap in connectivity. Our connected solutions are making communities stronger and enabling energy efficiency. Here, you’ll have the ability to make an impact and create positive change. Whether you think in code, words, pictures or numbers, join our team of the best and brightest. We offer great pay, amazing benefits and opportunity to learn and grow in every role. Together we’ll go far.    Equal Employment Opportunity    We're proud to be an equal opportunity employer - and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. Different makes us better.      ]"
Data Scientist,Verizon,"Alpharetta, GA 30004","[     What you’ll be doing...    Be a part of the team that identifies opportunities for using data analysis to enhance the Verizon Internal Audit team’s role. The team is designed to add value and improve operations within Verizon’s Internal Audit department to provide data analytics, data mining, and continuous auditing strategies and tactics. You along with your team members will provide both advisory and analytical support by identifying, developing, documenting, or executing analytics during all relevant stages of an audit.    Bringing a systematic and disciplined approach to evaluating and improving the effectiveness of the overall control environment, risk management, and governance processes.   Conducting stand-alone projects, including reporting dashboards, process automations, continuous auditing/ monitoring and risk assessment models.   Gaining increasing levels of responsibilities and presenting to senior management.   Conducting audit assist and risk modeling.     What we’re looking for...    You’ll need to have:    Bachelor’s degree or four or more years of work experience.   Four or more years of relevant work experience.   Willingness to travel.    Even better if you have:    Bachelor's degree in Management Information Systems, Computer Science, Accounting or any other related discipline.   Business analytical skills; ability to apply business logic to design and implement data mining techniques on large data sets.   Knowledge of predictive and prescriptive analytics, data mining and machine learning (Python and R preferred).   Projects experience of creative and critical thinking.   Experience in the use of Teradata SQL, MS SQL server, and Oracle SQL.   Experience with data visualization, particularly creating dashboards and executive reporting (Tableau or other).   Experience designing, developing, implementing and maintaining a database and programs to manage data analysis efforts.   Experience with data warehousing or analytics in a cloud environment such as AWS.   Knowledge of working with self-serve analytics tools for business users.   Knowledge of the tools, technologies and practices needed to perform in-depth analysis of both structured transactional data, and semi-structured or unstructured data.   Ability to work independently and within a team in a fast changing environment with changing priorities and changing time constraints.   Strong interpersonal skills and ability to multi-task.   Ability to interpret business requests and communicate findings in an intelligible manner.   Ability to communicate technical findings to non-technical audiences.   Knowledge of risk management methodology and factors.     When you join Verizon...    You’ll have the power to go beyond – doing the work that’s transforming how people, businesses and things connect with each other. Not only do we provide the fastest and most reliable network for our customers, but we were first to 5G - a quantum leap in connectivity. Our connected solutions are making communities stronger and enabling energy efficiency. Here, you’ll have the ability to make an impact and create positive change. Whether you think in code, words, pictures or numbers, join our team of the best and brightest. We offer great pay, amazing benefits and opportunity to learn and grow in every role. Together we’ll go far.    Equal Employment Opportunity    We're proud to be an equal opportunity employer - and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. Different makes us better.      ]"
Catastrophe Data Analyst,IFG Companies,"Atlanta, GA","[   POSITION SUMMARY / OBJECTIVE  This position will leverage data management and risk management skills to assist IFG Companies in the evaluation and management of property and liability exposures. The position will be responsible for developing building, validating, and maintaining catastrophe exposure data; evaluating the catastrophe risk profile of individual property accounts; assisting in the evaluation and development of portfolio catastrophe risk management reports and assisting when needed on other risk management activities. The position will work closely and will provide support to underwriters within IFG Companies’ Property and Liability units.  POSITION RESPONSIBILITIES   Validating the quality and integrity of property exposure data and performing pre-processing modeling activities; including data consistency checks. Identify and automate workflows so as to build a unified consistent data collection mart.  Working with IFG Companies’ technology group to ensure data uniformity within the catastrophe risk modeling and rate making processes.  Supporting requests from underwriters to assess, evaluate and price catastrophe risk through the use of catastrophe risk model results.  Supporting the Actuarial unit in providing catastrophe risk reporting and effectively managing reinsurance programs.  Performing and Analyzing account and portfolio level catastrophe risk model runs.  Planning and organizing information with problem solving, decision making skills. Use of statistical models using R and Python is a plus.  Effectively communicate catastrophe exposure and risk analysis with the ERM and Underwriting teams.  Assist the ERM unit in performing operational risk review on people, processes, controls and systems.  Assist in the implementation and monitoring of IFG Companies’ risk limits.  Perform other duties as required.   KNOWLEDGE / SKILLS / ABILITIES   Ability to demonstrate planning and organizational skills.  Strong computer skills (Excel|Word|SQL) with demonstrated high accuracy output.  Experience with Python or R is a plus.  Excellent interpersonal and written/oral communication skills.  Excellent attention to detail.   EDUCATION / EXPERIENCE / CERTIFICATIONS   4 year degree in statistics, mathematics, actuarial science, economics, risk management or finance from an accredited college or university.  2-3 years’ pf experience in Data Analytics or Risk Analysis is required.  Background in Insurance is a plus.   PHYSICAL DEMANDS   Occasional travel, up to 20%, is required.   BENEFITS   We offer a competitive compensation and benefits package including medical, dental, vision, 401(k), flexible spending, short-term and long-term disability insurance, life insurance, long-term care, education assistance and paid time off, including paid parental leave and a birthday holiday.   IFG Companies is an equal opportunity employer committed to a diverse workforce. M/F/D/V  Job Type: Full-time  Experience:   relevant: 2 years (Required)   Work authorization:   United States (Required)   Work Location:   One location   Benefits:   Health insurance  Dental insurance  Vision insurance  Retirement plan  Paid time off  Flexible schedule  Tuition reimbursement  Professional development assistance   Schedule::   Monday to Friday    ]"
title,company,location,description
Data Analyst,Montefiore Medical Center,"Bronx, NY 10467","[   Montefiore Health System (MHS) is a premier academic medical center and the University Hospital for Albert Einstein College of Medicine. Combining a population health perspective that focuses on the health needs of communities with nationally recognized clinical excellence, MHS delivers coordinated, compassionate, science-driven care where, when and how patients need it most.  MHS consists of six hospitals and an extended care facility with a total of 2,059 beds, and state-of-the-art primary and specialty care provided through a network of more than 150 locations across the region, including the largest school health program in the nation and a home health program.  The Division of Critical Care Medicine is renowned for both its clinical excellence and expertise in providing intensive care to acutely ill medical and surgical patients in the hospital and its research contributions to improving the care and outcomes of patients with acute critical care illnesses.  We have an exciting opportunity to join our Critical Care team as a Data Manager and Analyst. The principal function of this position is to provide database and analytical support to the Chief of Critical Care and Director of Critical Care Research to support the clinical operations and research projects in the division.  Job Responsibilities:  Job responsibilities include the abstraction and merger of data from electronic health records and hospital administrative databases, generation of reports and statistical analysis to track and measure various clinical functions, development of clinical and research databases, statistical assistance to research investigators for investigations, maintenance of databases, and production of standing and ad hoc reports as required.  Bachelors or Masters degree in the relevant field of biostatistics or epidemiology is desired. Knowledge of SQL and statistical programs such as STATA, SAS, R is helpful.  Job Type: Full-time  Salary: $60,000.00 /year  Education:   Master's (Required)   Work authorization:   United States (Required)   Work Location:   One location   Benefits:   Health insurance  Dental insurance  Vision insurance  Retirement plan  Paid time off  Tuition reimbursement   Schedule::   Monday to Friday    ]"
"Data Scientist, Business Intelligence",HelloFresh,"New York, NY 10010","[  Come see what's cookin' at HelloFresh!    At HelloFresh, we want to revolutionize the way we eat by making it more convenient and exciting to cook meals from scratch. We have offices all over the world and we deliver delicious meals to millions of people.    We are the industry leader in meal-kit subscription services and we're growing all the time. We have distinct meal-kit services that cater to everyone with the most menu variety in the market, which allows us to reach an incredibly wide population of people.    The HelloFresh team is diverse, high-performing, and international, and our work environment is an inspiring space where you can thrive as a result.     Job Description:   Embedded in the NYC Tech Hub, we are building a cross-functional team of data scientists, analysts and engineers with the mission to bring the modeling and analytical capabilities of our marketing organization to the next level.    As a Data Scientist, Business Intelligence with HelloFresh, you will support the analytic needs of our Growth organization for HelloFresh US. You will play a pivotal role in helping us continue to succeed as the leading global meal kit provider. The Data Scientist, Business Intelligence will solve challenging problems using customer and business data to provide detailed and actionable insights; core responsibilities include the development and automation of Marketing BI tools, predictive modeling, professional-grade dashboarding and reporting for some of our most critical initiatives and enhancing and facilitating the information extraction process.    To succeed in this role, you must demonstrate a desire to improve on existing techniques and processes and have a passion for data storytelling. You should strive to drive opportunities on experimentation and predictive modeling and recommend improvements on strategies used by our marketing team across million dollars campaigns.    You will …       Develop an in-depth understanding of the data infrastructure at HelloFresh, working closely with the Data Team (analysts, data scientists, and engineers) in order to facilitate the information extraction process.   Design and implement automated data science solutions to cover the needs of the various stakeholders in the Growth Organization (Marketing, CRM, Product etc) and Finance   Develop and enhance our current reporting infrastructure, facilitating independent insight provision to the organization using state of the art computing and visualization tools (e.g. SQL, Tableau, Python, Google Analytics…).   Work with the Data Science team to develop, test, implement and maintain predictive models to help inform the decision-making process across the Growth Organization.    You are…       Collaborative: you can work hand in hand with stakeholders, data scientists, engineers, and other data professionals to realize the full value of data products.   Sense of ownership: you take responsibility for your projects and pride in your work.   Strategic &amp; critical thinking: you get the smaller and the bigger picture.    At a minimum, you have...       A BS/MS in computer science, mathematics, economics, statistics, engineering, or equivalent analytical experience.   At least two 1 year of professional Data Analytics, Marketing Analytics, Business Intelligence.   Strong SQL and experience in developing reporting on a BI platform (e.g. Tableau). Solid knowledge of Python (packages: Pandas, Numpy). Experience with data modeling &amp; data science is a plus.   A solid understanding of database design and ETL practices    You'll get...       Competitive Salary &amp; 401k company match that vests immediately upon participation   Generous parental leave of 16 weeks &amp; PTO policy   $0 monthly premium and other flexible health plans effective first day of employment   75% discount on your subscription to HelloFresh (as well as other product initiatives)   Snacks, cold brew on tap &amp; monthly catered lunches   Company sponsored outings &amp; Employee Resource Groups   Collaborative, dynamic work environment within a fast-paced, mission-driven company    It is the policy of HelloFresh not to discriminate against any employee or applicant for employment because of race, color, religion, sex, sexual orientation, gender identity, national origin, age, marital status, genetic information, disability or because he or she is a protected veteran.  ]"
Health Care Quality Assurance Data Analyst,"Bridging Access to Care, Inc","Brooklyn, NY","[   Brooklyn based nonprofit seeks Health Quality Assurance/Data Analyst with a bachelor’s degree in with years’ experience. Must be able to develop and validate operational information for all Bridging Access to Care departments through high level skills in database querying, data analysis, critical thinking, data modeling, data visualization and presentations. The perfect Healthcare QA/Data Analyst is also responsible for interpreting and implementing quality assurance standards to ensure quality care to clients, communicate with customers, suppliers, certification bodies and governmental agencies regarding quality and compliance issues, Participate in HER optimization activities to support efficient workflows to improve quality of care delivery for clients and a host of other important job duties. Must be proficient in Microsoft office, SQL, and data analytics and have good writing and communications skills.  Job Type: Full Time  Hours: Monday thru Friday 9am – 5pm with good benefits.  Please send resume and cover letter by email  Job Type: Full-time  Salary: $60,000.00 to $65,000.00 /year  Experience:   managerial: 2 years (Preferred)  Microsoft Office: 5 years (Preferred)  Data Analyst: 2 years (Preferred)  Information systems: 2 years (Preferred)  SQL: 2 years (Preferred)  EHR Systems: 2 years (Preferred)   Education:   Master's (Required)    ]"
Data Analyst Program,Arcus,"New York, NY 10001","[    About the company    Arcus is the only financial technology company dedicated to improving people's financial health by giving them a better way to manage their recurring payments. Arcus’ payments-as-a-service infrastructure enables financial institutions and merchants to empower people to manage and automate their recurring payments in one place. The high growth startup is powering the future of payments for some of the U.S. and Latin America’s top financial institutions and merchants. Since being founded at Y-Combinator in 2013, Arcus has partners include Ignia, Maverick, Winklevoss, Initialized, HOF and Kapor.        About the position    The Data Analyst Program is designed to maximize your qualitative and quantities skills in a fast-growing tech environment. You'll have deeply immersive entrepreneurial experience in the areas of business development, analytics, and product development. We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be on applying data mining techniques, doing statistical analysis, and building high-quality prediction systems integrated with our products. You will be part of a 6-month program. Upon completion, we’ll select top candidates for a full time paid summer internship.        Qualifications      Current college or graduate student pursuing Bachelor Bachelor’s degree in Mathematics, Computer Science, Economics, or Statistics      Solid written and verbal communications in English      Strong Excel skills with the ability to learn other analytic tools      Proven analytical skills, including mining, evaluation, analysis, and visualization      High energy, team player who works well in a complex, fast-paced and demanding environment      Strong desire to learn and grow          Bonus points      Interested in technology and payment industry      Role    Product data analytics      Quality Assurance - conduct daily tests of our products. Measure and analyze results data and conduct trend and pattern analysis      Identify key metrics and patterns - ie, what types of bills get paid, retention      OKR data analytics      Lead data analysis and follow-ups for all Objective &amp; Key Results (OKR) that impact each divisions and individual team member’s performance      Other      Conduct market research      Assist in completing forms and applications      Roll up your sleeves and execute on general and clerical tasks as needed          Benefits      Join a fast-growing Fintech company, with real opportunities for international career development      All expense paid a trip to Acapulco, Mexico for the company’s annual offsite in January 2020      Work elbow to elbow with Office of CEO      Flexible work schedule      Unlimited snacks (organic, health bars, an assortment of nuts, beers &amp; drinks )      Enjoy a cool multicultural team in Mexico City &amp; NY      Weekly lunches (this will help reduce the burden of food)          Structure          Compensation: unpaid      Part-time (a minimum of 10 hours per week) on-site at NYC office      You will be part of a 6-month program. Upon completion, we’ll select top candidates for a full time paid summer internship      ]"
Sr. Business Intelligence / Data Scientist,World Education Services,"New York, NY 10004","[    WES is looking for a Senior BI Analyst / Data Scientist to join the Information Technology organization. This role is responsible for consolidating and consuming all corporate data and evaluating the data to create forecasts, options for leadership via dashboards, capabilities, and employing machine learning to handle the demands of a rapidly changing landscape. As a Business Intelligence Engineer/Data Analyst in IT, you will operate at the apex of multiple data systems, getting global visibility of how WES functions and serves our customers. Your curious mind will enable the creation of solutions that drive automation, scalability and optimization, reducing cost and delivering speed of execution to thrill our customers. The impact of your work will be global material and remarkable.     Duties included but not limited to:    Translate / Interpret:   Translate business questions and concerns into specific quantitative questions that can be answered with available data using sound methodologies. In cases where questions cannot be answered with available data, work with engineers to produce the required data.       Measure / Quantify / Expand:   Retrieve, synthesize, and present critical data in a format that is immediately useful to answering specific questions or improving system performance.   Explore/analyze data and work with Research Scientists, other Data Scientists and Product Managers to understand customer behaviors, spot system defects, and benchmark our ability to serve our customers.  Partner with Data Engineers and Software Engineers to design products and systems to transform and store billions of data items.       Explore / Enlighten:   Given anecdotes about anomalies, design strategies to quantify the overall impact of such anomalies, deep dive to explain why they happen, and identify fixes.  Make Decisions or Recommendations:  Conduct written and verbal presentations to share insights and recommendations to audiences of varying levels of technical sophistication.       The Ideal Candidate will:   As a successful Senior BI Analyst / Data Scientist, you need to be curious about WES’s operations and how data consumed and produced by our systems will be used to improve outcomes and drive decisions. Your responsibility is to develop metrics, expose and measure the current performance of our systems, find and quantify opportunities for improvement, and dive deep into existing data to root cause unexpected performance. You will collaborate with development, research, and marketing teams for future innovation. You need to be a sophisticated user of data querying tools, and an expert at synthesizing and communicating insights and recommendations to audiences of varying levels of technical sophistication.     Requirements:   Bachelor’s degree in Statistics, Economics, Math, Finance, Engineering, Computer Science or a related quantitative field.  At least 3-5 years of experience with data querying languages.  At least 3-5 years of experience articulating business questions and using quantitative techniques and driving insights for business.  Experience with automated self-service reporting tools (e.g. Tableau).  Confidence in dealing with technical and non-technical senior level staff.  Ability to operate successfully and independently in a fast-paced environment.  Comfort with ambiguity and eagerness to learn new skills.    ]"
Advertising & Data Analyst,Quickframe,"New York, NY","[    About QuickFrame   QuickFrame is an intelligent video platform that solves two of the largest problems around video—the slow, expensive production process and the lack of clarity around what drives performance. A marketplace of global creators efficiently produces scalable, platform-optimized, on-brand videos. QuickFrame’s AI-powered analytics tool provides deep insight into what improves video effectiveness. With QuickFrame, organizations can do more with video, so video can do more for them.  QuickFrame is the trusted partner of major brands and publications and is backed by Lorne Michaels’s Broadway Video, R/GA Ventures, SnapChat and others.   About the Role   As an Advertising &amp; Data Analyst, you will create, impact and evolve our data-driven performance video offering. You will be joining a fast-growing team seeking to change the way brands think about and use video. You’ll work closely with QuickFrame Video and Account Management teams to create and manage multivariate testing plans, as well as build out short- and long-term strategies to help our clients meet their KPIs. You will sit on the Performance team and report to the Director of Performance and Analytics.   Responsibilities    Partner with Video and Account Management teams to develop multivariate creative testing roadmaps to obtain insights related to various ad variables  Use relevant findings in performance data (Facebook, Snapchat, Youtube, etc.) to help execute long-term plans for improving account performance  Collaborate with Video and Account Management teams to create coherent, effective, and attention-grabbing videos in alignment with account strategies  Build and analyze performance client dashboards and reports.  Assist on building out our Video Intelligence offering for performance clients  Analyze weekly data to iterate on performance video variables    About You    You’re someone who takes ownership of their work and excels at execution  You’re highly curious and excited to create and test your hypotheses in real time  You’re analytically minded and able to digest data into actionable insights  You are comfortable with a fast-paced environment where change is the norm  You are a willing team player who is happy to support your peers  You are a creative problem solver who can overcome obstacles autonomously but you also aren’t afraid to ask for help    Requirements    1-3 years working in performance marketing or related field  Strong knowledge of digital advertising, particularly on social platforms like Facebook, YouTube, and Twitter  Understanding of KPIs and how to measure them  Strong knowledge of Excel  Strong analytical skills  Experience developing and executing data-driven learning agendas   Job Type: Full-time  Experience:   Advertising: 1 year (Preferred)   Education:   Bachelor's (Required)   Location:   New York, NY (Required)   Work authorization:   United States (Required)   Work Location:   One location   Benefits:   Health insurance  Dental insurance  Vision insurance    ]"
